file_name,start_point,end_point,x_offset,effectiveness
DRC2128,"[412, 624]","[306, 620]",55,invalid
DRC2120,"[428, 628]","[304, 621]",55,invalid
DRC2112,"[397, 630]","[287, 620]",55,invalid
DRC2104,"[428, 625]","[330, 616]",55,invalid
DRC2096,"[421, 617]","[313, 617]",55,invalid
DRC2088,"[403, 621]","[324, 621]",55,invalid
DRC2080,"[414, 626]","[346, 626]",55,invalid
DRC2072,"[440, 625]","[367, 625]",55,invalid
DRC2064,"[434, 631]","[377, 631]",55,invalid
DRC2056,"[320, 630]","[288, 630]",55,invalid
DRC2048,"[372, 630]","[305, 627]",55,invalid
DRC2040,"[378, 629]","[328, 629]",55,invalid
DRC2032,"[382, 634]","[294, 631]",55,invalid
DRC2024,"[373, 625]","[320, 622]",55,invalid
DRC2016,"[388, 627]","[311, 627]",55,invalid
DRC2008,"[374, 628]","[320, 628]",55,invalid
DRC2000,"[360, 640]","[290, 639]",55,invalid
DRC1992,"[381, 634]","[311, 630]",55,invalid
DRC1984,"[375, 626]","[309, 627]",55,invalid
DRC1976,"[406, 629]","[320, 633]",55,invalid
DRC1968,"[393, 650]","[312, 647]",55,invalid
DRC1960,"[401, 647]","[342, 645]",55,invalid
DRC1952,"[406, 644]","[353, 643]",55,invalid
DRC1944,"[374, 653]","[281, 652]",55,invalid
DRC1936,"[360, 653]","[292, 653]",55,invalid
DRC1928,"[365, 654]","[282, 652]",55,invalid
DRC1920,"[365, 653]","[286, 653]",55,invalid
DRC1912,"[372, 653]","[294, 654]",55,invalid
DRC1904,"[355, 657]","[285, 658]",55,invalid
DRC1896,"[351, 654]","[273, 653]",55,invalid
DRC1888,"[347, 652]","[261, 654]",55,invalid
DRC1880,"[327, 651]","[257, 654]",55,invalid
DRC1872,"[335, 649]","[276, 649]",55,invalid
DRC1864,"[327, 651]","[267, 651]",55,invalid
DRC1856,"[332, 654]","[287, 655]",55,invalid
DRC1848,"[352, 655]","[294, 657]",55,invalid
DRC1840,"[336, 656]","[273, 657]",55,invalid
DRC1832,"[372, 651]","[323, 651]",55,invalid
DRC1824,"[362, 654]","[305, 655]",55,invalid
DRC1816,"[374, 655]","[286, 658]",55,invalid
DRC1808,"[352, 648]","[293, 650]",55,invalid
DRC1800,"[354, 651]","[291, 656]",55,invalid
DRC1792,"[321, 645]","[263, 647]",55,invalid
DRC1784,"[352, 641]","[296, 641]",55,invalid
DRC1776,"[368, 639]","[296, 639]",55,invalid
DRC1768,"[351, 639]","[273, 643]",55,invalid
DRC1760,"[366, 642]","[297, 644]",55,invalid
DRC1752,"[350, 641]","[287, 643]",55,invalid
DRC1744,"[364, 642]","[289, 646]",55,invalid
DRC1736,"[374, 644]","[301, 645]",55,invalid
DRC1728,"[409, 640]","[362, 644]",55,invalid
DRC1720,"[376, 638]","[322, 633]",55,invalid
DRC1712,"[384, 640]","[313, 642]",55,invalid
DRC1704,"[373, 634]","[308, 632]",55,invalid
DRC1696,"[383, 638]","[312, 634]",55,invalid
DRC1688,"[361, 636]","[302, 634]",55,invalid
DRC1680,"[379, 636]","[297, 634]",55,invalid
DRC1672,"[371, 633]","[285, 635]",55,invalid
DRC1664,"[404, 633]","[339, 633]",55,invalid
DRC1656,"[408, 636]","[325, 636]",55,invalid
DRC1648,"[404, 634]","[324, 631]",55,invalid
DRC1640,"[407, 629]","[321, 635]",55,invalid
DRC1632,"[404, 630]","[312, 626]",55,invalid
DRC1624,"[378, 628]","[315, 630]",55,invalid
DRC1616,"[370, 630]","[300, 635]",55,invalid
DRC1608,"[389, 625]","[316, 626]",55,invalid
DRC1600,"[377, 628]","[288, 628]",55,invalid
DRC1592,"[374, 628]","[260, 627]",55,invalid
DRC1584,"[379, 627]","[293, 627]",55,invalid
DRC1576,"[388, 629]","[318, 633]",55,invalid
DRC1568,"[391, 626]","[317, 627]",55,invalid
DRC1560,"[366, 630]","[304, 631]",55,invalid
DRC1552,"[362, 625]","[286, 628]",55,invalid
DRC1544,"[355, 626]","[298, 627]",55,invalid
DRC1536,"[367, 628]","[295, 628]",55,invalid
DRC1528,"[372, 622]","[283, 622]",55,invalid
DRC1520,"[407, 625]","[296, 627]",55,invalid
DRC1512,"[378, 619]","[267, 620]",55,invalid
DRC1504,"[348, 621]","[268, 622]",55,invalid
DRC1496,"[380, 623]","[304, 622]",55,invalid
DRC1488,"[360, 614]","[292, 616]",55,invalid
DRC1480,"[343, 615]","[272, 616]",55,invalid
DRC1472,"[351, 617]","[261, 619]",55,invalid
DRC1464,"[363, 615]","[280, 616]",55,invalid
DRC1456,"[354, 619]","[271, 620]",55,invalid
DRC1448,"[349, 620]","[273, 621]",55,invalid
DRC1440,"[369, 619]","[301, 619]",55,invalid
DRC1432,"[354, 616]","[283, 616]",55,invalid
DRC1424,"[384, 614]","[311, 614]",55,invalid
DRC1416,"[365, 614]","[303, 615]",55,invalid
DRC1408,"[374, 615]","[299, 615]",55,invalid
DRC1400,"[356, 621]","[269, 621]",55,invalid
DRC1392,"[334, 616]","[253, 616]",55,invalid
DRC1384,"[367, 613]","[292, 611]",55,invalid
DRC1376,"[364, 608]","[284, 610]",54,valid
DRC1368,"[393, 607]","[310, 608]",55,valid
DRC1360,"[371, 605]","[338, 605]",54,valid
DRC1352,"[368, 600]","[317, 602]",55,valid
DRC1344,"[347, 600]","[313, 600]",54,valid
DRC1336,"[344, 597]","[293, 600]",56,valid
DRC1328,"[321, 596]","[288, 598]",53,valid
DRC1320,"[318, 592]","[268, 593]",55,valid
DRC1312,"[346, 592]","[263, 593]",54,valid
DRC1304,"[325, 589]","[292, 590]",55,valid
DRC1296,"[321, 589]","[270, 590]",56,valid
DRC1288,"[300, 589]","[265, 589]",55,valid
DRC1280,"[296, 588]","[245, 589]",54,valid
DRC1272,"[326, 590]","[242, 589]",53,valid
DRC1264,"[358, 590]","[273, 589]",54,valid
DRC1256,"[390, 591]","[304, 591]",56,valid
DRC1248,"[369, 593]","[334, 593]",55,valid
DRC1240,"[365, 596]","[314, 594]",54,valid
DRC1232,"[345, 593]","[311, 594]",55,valid
DRC1224,"[342, 595]","[290, 595]",56,valid
DRC1216,"[322, 595]","[286, 595]",56,valid
DRC1208,"[318, 598]","[266, 596]",55,valid
DRC1200,"[352, 598]","[263, 595]",56,valid
DRC1192,"[331, 595]","[296, 594]",55,valid
DRC1184,"[328, 593]","[276, 594]",55,valid
DRC1176,"[360, 595]","[273, 595]",55,valid
DRC1168,"[340, 596]","[305, 594]",55,valid
DRC1160,"[337, 596]","[285, 596]",54,valid
DRC1152,"[318, 597]","[283, 598]",55,valid
DRC1144,"[315, 595]","[263, 597]",55,valid
DRC1136,"[347, 598]","[260, 596]",55,valid
DRC1128,"[326, 598]","[292, 598]",55,valid
DRC1120,"[324, 597]","[271, 598]",56,valid
DRC1112,"[355, 595]","[268, 597]",55,valid
DRC1104,"[387, 597]","[300, 597]",55,valid
DRC1096,"[368, 597]","[332, 596]",56,valid
DRC1088,"[365, 595]","[312, 595]",56,valid
DRC1080,"[345, 596]","[309, 595]",56,valid
DRC1072,"[342, 597]","[289, 598]",55,valid
DRC1064,"[374, 595]","[287, 596]",57,valid
DRC1056,"[354, 596]","[317, 595]",56,valid
DRC1048,"[351, 596]","[298, 598]",55,valid
DRC1040,"[331, 595]","[296, 594]",56,valid
DRC1032,"[328, 595]","[275, 594]",56,valid
DRC1024,"[308, 595]","[272, 596]",55,valid
DRC1016,"[305, 596]","[253, 598]",56,valid
DRC1008,"[336, 595]","[249, 594]",54,valid
DRC1000,"[316, 594]","[282, 594]",56,valid
DRC992,"[313, 594]","[260, 595]",56,valid
DRC984,"[343, 593]","[257, 593]",56,valid
DRC976,"[322, 592]","[287, 592]",55,valid
DRC968,"[320, 596]","[267, 594]",56,valid
DRC960,"[352, 593]","[264, 593]",56,valid
DRC952,"[383, 593]","[296, 593]",55,valid
DRC944,"[363, 593]","[328, 593]",56,valid
DRC936,"[359, 594]","[307, 593]",56,valid
DRC928,"[390, 594]","[303, 593]",56,valid
DRC920,"[369, 594]","[334, 594]",55,valid
DRC912,"[366, 594]","[314, 594]",56,valid
DRC904,"[398, 595]","[310, 594]",57,valid
DRC896,"[375, 592]","[341, 592]",55,valid
DRC888,"[372, 593]","[320, 593]",55,valid
DRC880,"[353, 591]","[317, 592]",56,valid
DRC872,"[351, 590]","[297, 590]",56,valid
DRC864,"[379, 589]","[295, 590]",56,valid
DRC856,"[358, 589]","[323, 591]",55,valid
DRC848,"[354, 593]","[303, 596]",55,valid
DRC840,"[386, 594]","[299, 593]",54,valid
DRC832,"[366, 591]","[332, 591]",55,valid
DRC824,"[362, 592]","[311, 589]",56,valid
DRC816,"[341, 591]","[306, 591]",56,valid
DRC808,"[339, 594]","[285, 593]",55,valid
DRC800,"[371, 593]","[284, 592]",56,valid
DRC792,"[350, 593]","[315, 593]",56,valid
DRC784,"[346, 592]","[294, 592]",55,valid
DRC776,"[378, 591]","[291, 590]",55,valid
DRC768,"[358, 590]","[323, 590]",56,valid
DRC760,"[355, 591]","[302, 591]",56,valid
DRC752,"[335, 591]","[299, 591]",56,valid
DRC744,"[332, 589]","[279, 589]",55,valid
DRC736,"[363, 590]","[277, 588]",55,valid
DRC728,"[395, 590]","[308, 590]",55,valid
DRC720,"[375, 592]","[340, 591]",55,valid
DRC712,"[372, 591]","[320, 590]",55,valid
DRC704,"[352, 590]","[317, 590]",55,valid
DRC696,"[350, 591]","[297, 591]",55,valid
DRC688,"[329, 591]","[295, 591]",55,valid
DRC680,"[327, 591]","[274, 591]",56,valid
DRC672,"[359, 593]","[271, 592]",56,valid
DRC664,"[339, 591]","[303, 589]",56,valid
DRC656,"[335, 590]","[283, 589]",55,valid
DRC648,"[367, 591]","[280, 589]",54,valid
DRC640,"[347, 590]","[313, 589]",55,valid
DRC632,"[345, 588]","[292, 588]",57,valid
DRC624,"[324, 589]","[288, 590]",55,valid
DRC616,"[321, 591]","[269, 590]",54,valid
DRC608,"[353, 591]","[267, 588]",56,valid
DRC600,"[333, 592]","[297, 590]",56,valid
DRC592,"[330, 591]","[277, 590]",55,valid
DRC584,"[363, 592]","[310, 591]",57,valid
DRC576,"[342, 592]","[306, 591]",57,valid
DRC568,"[340, 592]","[285, 591]",59,valid
DRC560,"[369, 589]","[281, 590]",54,valid
DRC552,"[348, 589]","[315, 588]",53,valid
DRC544,"[346, 591]","[295, 589]",56,valid
DRC536,"[377, 589]","[290, 588]",55,valid
DRC528,"[356, 588]","[322, 588]",56,valid
DRC520,"[354, 588]","[300, 589]",57,valid
DRC512,"[332, 589]","[297, 587]",55,valid
DRC504,"[331, 589]","[277, 589]",58,valid
DRC496,"[310, 588]","[273, 589]",57,valid
DRC488,"[305, 590]","[253, 589]",55,valid
DRC480,"[337, 591]","[250, 589]",56,valid
DRC472,"[367, 591]","[281, 591]",55,valid
DRC464,"[398, 591]","[312, 589]",55,valid
DRC456,"[377, 590]","[343, 590]",55,valid
DRC448,"[374, 589]","[322, 589]",55,valid
DRC440,"[353, 588]","[319, 588]",55,valid
DRC432,"[349, 591]","[298, 589]",55,valid
DRC424,"[381, 589]","[294, 589]",56,valid
DRC416,"[360, 587]","[325, 589]",54,valid
DRC408,"[358, 589]","[306, 589]",55,valid
DRC400,"[338, 589]","[303, 588]",55,valid
DRC392,"[336, 591]","[283, 589]",56,valid
DRC384,"[316, 589]","[280, 589]",56,valid
DRC376,"[313, 590]","[260, 588]",57,valid
DRC368,"[343, 590]","[256, 588]",54,valid
DRC360,"[323, 588]","[289, 588]",54,valid
DRC352,"[322, 588]","[269, 588]",57,valid
DRC344,"[352, 589]","[265, 589]",56,valid
DRC336,"[331, 588]","[296, 588]",55,valid
DRC328,"[329, 588]","[276, 589]",56,valid
DRC320,"[360, 590]","[273, 589]",56,valid
DRC312,"[338, 590]","[304, 588]",55,valid
DRC304,"[336, 589]","[283, 587]",56,valid
DRC296,"[367, 588]","[280, 588]",55,valid
DRC288,"[348, 588]","[312, 588]",56,valid
DRC280,"[345, 588]","[292, 589]",56,valid
DRC272,"[377, 590]","[289, 589]",56,valid
DRC264,"[357, 589]","[321, 589]",55,valid
DRC256,"[354, 589]","[302, 589]",55,valid
DRC248,"[334, 588]","[299, 588]",56,valid
DRC240,"[331, 588]","[278, 587]",55,valid
DRC232,"[363, 587]","[276, 588]",54,valid
DRC224,"[344, 586]","[309, 587]",56,valid
DRC216,"[340, 586]","[288, 586]",54,valid
DRC208,"[321, 586]","[286, 585]",56,valid
DRC200,"[317, 588]","[265, 587]",55,valid
DRC192,"[350, 588]","[262, 587]",56,valid
DRC184,"[330, 589]","[294, 589]",55,valid
DRC176,"[324, 588]","[275, 587]",53,valid
DRC168,"[358, 589]","[271, 586]",56,valid
DRC160,"[389, 591]","[302, 591]",55,valid
DRC152,"[369, 589]","[334, 591]",55,valid
DRC144,"[365, 590]","[314, 588]",54,valid
DRC136,"[346, 588]","[311, 589]",56,valid
DRC128,"[343, 588]","[290, 589]",57,valid
DRC120,"[374, 590]","[286, 588]",55,valid
DRC112,"[406, 588]","[319, 585]",55,valid
DRC104,"[385, 591]","[351, 591]",55,valid
DRC96,"[382, 590]","[330, 593]",55,valid
DRC88,"[361, 591]","[327, 592]",55,valid
DRC80,"[358, 596]","[306, 594]",54,valid
DRC72,"[338, 588]","[304, 589]",56,valid
DRC64,"[335, 588]","[282, 588]",56,valid
DRC56,"[364, 590]","[279, 588]",55,valid
DRC48,"[344, 591]","[309, 589]",56,valid
DRC40,"[340, 592]","[288, 590]",54,valid
DRC32,"[319, 589]","[286, 587]",55,valid
DRC24,"[316, 588]","[264, 588]",56,valid
DRC16,"[347, 590]","[260, 588]",55,valid
DRC8,"[327, 586]","[292, 587]",57,valid
DRC0,"[324, 587]","[270, 587]",56,valid
DRC-8,"[355, 587]","[268, 586]",54,valid
DRC-16,"[386, 590]","[301, 590]",55,valid
DRC-24,"[365, 586]","[331, 585]",55,valid
DRC-32,"[363, 589]","[310, 592]",55,valid
DRC-40,"[342, 590]","[308, 589]",54,valid
DRC-48,"[341, 591]","[288, 593]",56,valid
DRC-56,"[372, 596]","[285, 594]",55,valid
DRC-64,"[353, 593]","[317, 589]",55,valid
DRC-72,"[350, 589]","[298, 589]",56,valid
DRC-80,"[381, 592]","[294, 590]",55,valid
DRC-88,"[361, 594]","[326, 589]",54,valid
DRC-96,"[359, 589]","[307, 588]",56,valid
DRC-104,"[338, 589]","[303, 587]",55,valid
DRC-112,"[335, 585]","[283, 584]",55,valid
DRC-120,"[366, 594]","[314, 593]",54,valid
DRC-128,"[346, 594]","[312, 589]",55,valid
DRC-136,"[344, 594]","[291, 592]",56,valid
DRC-144,"[375, 598]","[288, 599]",55,valid
DRC-152,"[355, 602]","[320, 604]",56,valid
DRC-160,"[352, 605]","[299, 604]",56,valid
DRC-168,"[331, 601]","[296, 601]",55,valid
DRC-176,"[328, 603]","[276, 602]",54,valid
DRC-184,"[361, 607]","[274, 606]",55,valid
DRC-192,"[392, 613]","[306, 610]",55,valid
DRC-200,"[373, 607]","[337, 607]",56,valid
DRC-208,"[371, 608]","[317, 602]",57,valid
DRC-216,"[402, 611]","[314, 607]",55,valid
DRC-224,"[382, 600]","[347, 600]",54,valid
DRC-232,"[380, 603]","[328, 602]",55,valid
DRC-240,"[359, 604]","[325, 602]",55,valid
DRC-248,"[356, 606]","[304, 602]",55,valid
DRC-256,"[335, 602]","[301, 602]",55,valid
DRC-264,"[332, 604]","[280, 603]",55,valid
DRC-272,"[363, 606]","[311, 604]",55,valid
DRC-280,"[343, 604]","[308, 602]",55,valid
DRC-288,"[340, 602]","[288, 603]",55,valid
DRC-296,"[320, 602]","[285, 605]",56,valid
DRC-304,"[317, 604]","[264, 602]",56,valid
DRC-312,"[347, 602]","[261, 603]",54,valid
DRC-320,"[327, 603]","[293, 604]",55,valid
DRC-328,"[323, 603]","[272, 602]",55,valid
DRC-336,"[354, 606]","[268, 608]",56,valid
DRC-344,"[334, 605]","[298, 603]",55,valid
DRC-352,"[331, 606]","[279, 605]",55,valid
DRC-360,"[363, 608]","[276, 607]",56,valid
DRC-368,"[342, 605]","[307, 604]",55,valid
DRC-376,"[340, 608]","[287, 602]",56,valid
DRC-384,"[319, 605]","[284, 607]",56,valid
DRC-392,"[316, 605]","[263, 603]",56,valid
DRC-400,"[347, 606]","[260, 604]",54,valid
DRC-408,"[378, 608]","[293, 605]",55,valid
DRC-416,"[357, 605]","[323, 602]",55,valid
DRC-424,"[354, 604]","[302, 604]",56,valid
DRC-432,"[385, 606]","[298, 603]",54,valid
DRC-440,"[365, 604]","[331, 603]",55,valid
DRC-448,"[362, 605]","[310, 601]",55,valid
DRC-456,"[342, 603]","[307, 602]",56,valid
DRC-464,"[338, 604]","[286, 602]",54,valid
DRC-472,"[370, 605]","[284, 603]",54,valid
DRC-480,"[350, 605]","[316, 605]",56,valid
DRC-488,"[347, 604]","[294, 605]",55,valid
DRC-496,"[379, 607]","[292, 604]",54,valid
DRC-504,"[359, 605]","[325, 605]",55,valid
DRC-512,"[356, 604]","[304, 603]",54,valid
DRC-520,"[335, 603]","[302, 604]",55,valid
DRC-528,"[332, 606]","[280, 605]",56,valid
DRC-536,"[363, 605]","[276, 603]",55,valid
DRC-544,"[344, 604]","[308, 605]",56,valid
DRC-552,"[341, 606]","[288, 604]",55,valid
DRC-560,"[322, 605]","[286, 606]",55,valid
DRC-568,"[319, 605]","[267, 602]",56,valid
DRC-576,"[350, 608]","[263, 606]",54,valid
DRC-584,"[382, 607]","[296, 607]",55,valid
DRC-592,"[361, 602]","[327, 605]",55,valid
DRC-600,"[358, 608]","[306, 603]",55,valid
DRC-608,"[338, 606]","[303, 604]",56,valid
DRC-616,"[335, 606]","[282, 605]",55,valid
DRC-624,"[367, 608]","[280, 606]",55,valid
DRC-632,"[347, 606]","[312, 608]",56,valid
DRC-640,"[343, 607]","[291, 607]",54,valid
DRC-648,"[374, 609]","[289, 608]",55,valid
DRC-656,"[355, 607]","[319, 605]",56,valid
DRC-664,"[352, 605]","[299, 602]",56,valid
DRC-672,"[330, 602]","[296, 605]",54,valid
DRC-680,"[328, 605]","[276, 607]",56,valid
DRC-688,"[308, 604]","[272, 604]",55,valid
DRC-696,"[304, 605]","[253, 604]",54,valid
DRC-704,"[336, 607]","[250, 605]",55,valid
DRC-712,"[367, 614]","[281, 611]",54,valid
DRC-720,"[399, 609]","[313, 609]",55,valid
DRC-728,"[379, 605]","[344, 608]",55,valid
DRC-736,"[375, 611]","[324, 606]",54,valid
DRC-744,"[355, 607]","[321, 607]",56,valid
DRC-752,"[353, 612]","[299, 606]",56,valid
DRC-760,"[331, 607]","[297, 608]",55,valid
DRC-768,"[329, 608]","[276, 609]",55,valid
DRC-776,"[359, 608]","[274, 610]",54,valid
DRC-784,"[340, 607]","[305, 608]",56,valid
DRC-792,"[335, 614]","[284, 608]",54,valid
DRC-800,"[367, 614]","[281, 609]",56,valid
DRC-808,"[347, 608]","[311, 611]",56,valid
DRC-816,"[344, 611]","[291, 609]",55,valid
DRC-824,"[324, 610]","[289, 615]",56,valid
DRC-832,"[321, 614]","[268, 610]",55,valid
DRC-840,"[354, 617]","[266, 617]",57,valid
DRC-848,"[384, 617]","[297, 610]",54,valid
DRC-856,"[364, 609]","[330, 607]",54,valid
DRC-864,"[361, 613]","[310, 610]",55,valid
DRC-872,"[341, 610]","[306, 610]",56,valid
DRC-880,"[338, 614]","[285, 608]",54,valid
DRC-888,"[317, 611]","[284, 611]",55,valid
DRC-896,"[315, 610]","[262, 610]",55,valid
DRC-904,"[347, 616]","[260, 611]",57,valid
DRC-912,"[326, 611]","[290, 614]",55,valid
DRC-920,"[321, 611]","[271, 609]",53,valid
DRC-928,"[353, 615]","[268, 608]",56,valid
DRC-936,"[334, 608]","[297, 611]",56,valid
DRC-944,"[330, 614]","[278, 611]",55,valid
DRC-952,"[363, 616]","[275, 612]",55,valid
DRC-960,"[342, 611]","[308, 612]",55,valid
DRC-968,"[340, 610]","[287, 606]",55,valid
DRC-976,"[320, 606]","[285, 607]",55,valid
DRC-984,"[316, 606]","[265, 606]",54,valid
DRC-992,"[348, 609]","[262, 610]",56,valid
DRC-1000,"[328, 609]","[292, 611]",57,valid
DRC-1008,"[324, 613]","[271, 614]",55,valid
DRC-1016,"[355, 615]","[269, 611]",55,valid
DRC-1024,"[335, 607]","[300, 604]",54,valid
DRC-1032,"[334, 608]","[281, 611]",55,valid
DRC-1040,"[366, 612]","[279, 609]",55,valid
DRC-1048,"[346, 609]","[311, 611]",56,valid
DRC-1056,"[343, 614]","[290, 609]",55,valid
DRC-1064,"[374, 614]","[288, 612]",55,valid
DRC-1072,"[354, 609]","[319, 606]",54,valid
DRC-1080,"[350, 608]","[300, 609]",54,valid
DRC-1088,"[381, 612]","[296, 612]",56,valid
DRC-1096,"[361, 613]","[325, 611]",56,valid
DRC-1104,"[357, 617]","[305, 612]",55,valid
DRC-1112,"[337, 612]","[302, 611]",54,valid
DRC-1120,"[334, 612]","[283, 610]",55,valid
DRC-1128,"[365, 617]","[279, 609]",56,valid
DRC-1136,"[346, 611]","[309, 611]",55,valid
DRC-1144,"[342, 616]","[291, 610]",56,valid
DRC-1152,"[321, 611]","[286, 613]",56,valid
DRC-1160,"[317, 612]","[265, 610]",58,valid
DRC-1168,"[347, 614]","[259, 616]",55,valid
DRC-1176,"[380, 613]","[292, 613]",56,valid
DRC-1184,"[358, 613]","[324, 617]",55,valid
DRC-1192,"[355, 614]","[303, 613]",56,valid
DRC-1200,"[335, 611]","[299, 615]",56,valid
DRC-1208,"[331, 614]","[279, 613]",55,valid
DRC-1216,"[362, 614]","[276, 609]",55,valid
DRC-1224,"[342, 612]","[307, 612]",54,valid
DRC-1232,"[339, 611]","[288, 614]",53,valid
DRC-1240,"[373, 611]","[286, 614]",57,valid
DRC-1248,"[352, 611]","[316, 611]",55,valid
DRC-1256,"[349, 610]","[297, 610]",56,valid
DRC-1264,"[379, 615]","[293, 612]",54,valid
DRC-1272,"[360, 612]","[325, 612]",55,valid
DRC-1280,"[356, 614]","[305, 611]",53,valid
DRC-1288,"[389, 615]","[303, 618]",55,valid
DRC-1296,"[370, 613]","[334, 614]",56,valid
DRC-1304,"[366, 618]","[314, 617]",54,valid
DRC-1312,"[346, 611]","[312, 615]",56,valid
DRC-1320,"[343, 614]","[290, 617]",55,valid
DRC-1328,"[374, 614]","[288, 613]",54,valid
DRC-1336,"[354, 615]","[320, 615]",55,valid
DRC-1344,"[353, 615]","[299, 611]",55,valid
DRC-1352,"[331, 611]","[298, 612]",54,valid
DRC-1360,"[330, 621]","[277, 617]",58,valid
DRC-1368,"[362, 620]","[272, 621]",56,valid
DRC-1376,"[393, 622]","[306, 618]",56,valid
DRC-1384,"[373, 617]","[337, 622]",56,valid
DRC-1392,"[370, 616]","[317, 617]",56,valid
DRC-1400,"[349, 614]","[314, 617]",55,valid
DRC-1408,"[345, 620]","[294, 613]",55,valid
DRC-1416,"[378, 618]","[290, 616]",55,valid
DRC-1424,"[357, 617]","[323, 614]",54,valid
DRC-1432,"[355, 613]","[303, 615]",56,valid
DRC-1440,"[335, 615]","[299, 615]",53,valid
DRC-1448,"[334, 617]","[282, 613]",56,valid
DRC-1456,"[363, 617]","[278, 616]",55,valid
DRC-1464,"[343, 617]","[308, 621]",54,valid
DRC-1472,"[340, 620]","[289, 619]",56,valid
DRC-1480,"[318, 619]","[284, 617]",55,valid
DRC-1488,"[314, 620]","[263, 618]",55,valid
DRC-1496,"[346, 625]","[259, 617]",55,valid
DRC-1504,"[376, 630]","[291, 624]",52,valid
DRC-1512,"[358, 626]","[324, 629]",57,valid
DRC-1520,"[354, 634]","[301, 628]",56,valid
DRC-1528,"[334, 623]","[298, 629]",56,valid
DRC-1536,"[329, 623]","[278, 625]",54,valid
DRC-1544,"[363, 627]","[275, 627]",57,valid
DRC-1552,"[392, 633]","[306, 628]",55,valid
DRC-1560,"[373, 622]","[337, 629]",56,valid
DRC-1568,"[368, 626]","[317, 623]",56,valid
DRC-1576,"[348, 624]","[312, 625]",56,valid
DRC-1584,"[345, 622]","[292, 626]",57,valid
DRC-1592,"[324, 624]","[288, 624]",56,valid
DRC-1600,"[320, 628]","[268, 627]",55,valid
DRC-1608,"[352, 625]","[265, 627]",56,valid
DRC-1616,"[384, 631]","[296, 630]",56,valid
DRC-1624,"[362, 635]","[328, 633]",55,valid
DRC-1632,"[359, 632]","[307, 630]",55,valid
DRC-1640,"[389, 631]","[304, 632]",55,valid
DRC-1648,"[369, 623]","[334, 626]",57,valid
DRC-1656,"[365, 622]","[312, 630]",56,valid
DRC-1664,"[345, 623]","[309, 623]",55,valid
DRC-1672,"[341, 620]","[290, 622]",55,valid
DRC-1680,"[376, 623]","[286, 619]",56,valid
DRC-1688,"[356, 620]","[320, 622]",56,valid
DRC-1696,"[354, 621]","[300, 621]",55,valid
DRC-1704,"[334, 607]","[299, 616]",55,valid
DRC-1712,"[312, 610]","[284, 605]",55,invalid
DRC-1720,"[346, 635]","[276, 631]",55,invalid
DRC-1728,"[361, 635]","[292, 633]",55,invalid
DRC-1736,"[347, 635]","[267, 632]",55,invalid
DRC-1744,"[339, 625]","[275, 625]",55,invalid
DRC-1752,"[326, 623]","[254, 625]",55,invalid
DRC-1760,"[334, 623]","[253, 624]",55,invalid
DRC-1768,"[338, 616]","[262, 619]",55,invalid
DRC-1776,"[353, 612]","[273, 619]",55,invalid
DRC-1784,"[355, 617]","[276, 618]",55,invalid
DRC-1792,"[360, 625]","[300, 626]",55,invalid
DRC-1800,"[390, 610]","[274, 606]",55,invalid
DRC-1808,"[371, 601]","[289, 607]",55,invalid
DRC-1816,"[379, 607]","[294, 608]",55,invalid
DRC-1824,"[391, 602]","[297, 603]",55,invalid
DRC-1832,"[388, 600]","[296, 605]",55,invalid
DRC-1840,"[375, 603]","[291, 607]",55,invalid
DRC-1848,"[368, 600]","[315, 606]",55,invalid
DRC-1856,"[389, 609]","[315, 615]",55,invalid
DRC-1864,"[420, 618]","[343, 616]",55,invalid
DRC-1872,"[423, 624]","[330, 622]",55,invalid
DRC-1880,"[422, 613]","[349, 616]",55,invalid
DRC-1888,"[421, 604]","[344, 612]",55,invalid
DRC-1896,"[412, 611]","[357, 615]",55,invalid
DRC-1904,"[407, 612]","[352, 619]",55,invalid
DRC-1912,"[373, 622]","[320, 622]",55,invalid
DRC-1920,"[392, 621]","[327, 623]",55,invalid
DRC-1928,"[412, 625]","[367, 627]",55,invalid
DRC-1936,"[398, 621]","[340, 620]",55,invalid
DRC-1944,"[410, 623]","[325, 625]",55,invalid
DRC-1952,"[413, 621]","[353, 615]",55,invalid
DRC-1960,"[379, 618]","[300, 619]",55,invalid
DRC-1968,"[369, 623]","[291, 623]",55,invalid
DRC-1976,"[368, 628]","[272, 629]",55,invalid
DRC-1984,"[367, 620]","[316, 623]",55,invalid
DRC-1992,"[374, 624]","[326, 625]",55,invalid
DRC-2000,"[409, 624]","[304, 617]",55,invalid
DRC-2008,"[378, 610]","[320, 617]",55,invalid
DRC-2016,"[386, 620]","[315, 621]",55,invalid
DRC-2024,"[381, 626]","[305, 628]",55,invalid
DRC-2032,"[371, 625]","[287, 626]",55,invalid
DRC-2040,"[394, 621]","[325, 629]",55,invalid
DRC-2048,"[440, 631]","[323, 634]",55,invalid
DRC-2056,"[460, 629]","[309, 624]",55,invalid
DRC-2064,"[420, 626]","[290, 625]",55,invalid
DRC-2072,"[401, 622]","[291, 629]",55,invalid
DRC-2080,"[359, 625]","[290, 628]",55,invalid
DRC-2088,"[380, 630]","[322, 631]",55,invalid
DRC-2096,"[374, 633]","[300, 633]",55,invalid
DRC-2104,"[389, 633]","[274, 632]",55,invalid
